grade,@search.score,normalized_pageview,tableCount,sectionCount,@search.features.body_en_us.uniqueTokenMatches,@search.features.body_en_us.similarityScore,@search.features.body_en_us.termFrequency,@search.features.description_en_us.uniqueTokenMatches,@search.features.description_en_us.similarityScore,@search.features.description_en_us.termFrequency,@search.features.keyPhrases_en_us.uniqueTokenMatches,@search.features.keyPhrases_en_us.similarityScore,@search.features.keyPhrases_en_us.termFrequency,@search.features.title_en_us.uniqueTokenMatches,@search.features.title_en_us.similarityScore,@search.features.title_en_us.termFrequency,@search.features.searchTerms.uniqueTokenMatches,@search.features.searchTerms.similarityScore,@search.features.searchTerms.termFrequency,@search.features.urlPath.uniqueTokenMatches,@search.features.urlPath.similarityScore,@search.features.urlPath.termFrequency,query_id,title_length_in_words,title_length_in_chars
7,0.0693935308788769,-1.184446818906046,0.8607252382582696,1.0103819916421055,0.0,0.15907225121672752,0.2583333333333333,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.0,0.0,0.0,0.0,0.7116723378369212,0.9999999999999999,1.0,1.0,0.5,2,-0.7901683975457864,-0.9835733673308722
6,0.5637379056608975,0.7503034218116961,0.8607252382582696,0.2678837675840495,0.0,0.5024346585712914,0.175,1.0,0.5323087890321285,0.25,0.0,0.14810400300310633,0.0,1.0,0.7032312064091238,0.3333333333333333,0.0,0.5388226869042543,0.12916666666666668,1.0,0.7071067274656212,1.0,2,-0.14477960565136005,-1.0663039018153317
5,0.6805163079460916,0.8735150946146939,0.41563422629818186,1.8179677041735673,0.0,0.49791410701765837,0.6583333333333333,1.0,0.6347104350121731,0.75,0.0,0.6640130762538582,0.8108108108108107,1.0,0.71743096937722,1.0,0.0,0.45098105112332876,0.175,1.0,0.7999999917291961,0.5,2,1.4903351443303179,0.9051888168927786
4,0.7110155411746133,0.5525368703489748,1.1117020775386441,-0.766391408313155,0.0,0.8221332282349504,0.23333333333333334,1.0,0.3764117187095046,0.25,0.0,1.0,0.35135135135135137,1.0,0.9030376821456881,0.3333333333333333,0.0,0.6229279625300284,0.075,1.0,0.7999999917291961,0.5,2,-0.4878930103874749,-1.1400769252954
3,0.4502681503338737,1.6347891991819394,-5.199337582605575,0.5437891346358888,0.0,0.28745209234703306,0.175,1.0,0.5323087890321285,0.25,0.0,0.32023377046763846,0.0,1.0,0.71743096937722,1.0,0.0,0.2764541118188415,0.2833333333333333,1.0,0.4999999896614952,0.5,2,1.2153720472997755,0.85709679665622
2,0.46903597689958887,0.5023951241543645,0.41563422629818186,1.39120205536241,0.0,0.0,0.10833333333333334,1.0,0.3764117187095046,0.25,0.0,0.47452009194386713,0.37837837837837834,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.69999995657828,0.5,2,0.16891199278645552,-0.7697613987560095
1,0.7167761599975275,0.5182452104807832,-5.199337582605575,0.2678837675840495,0.0,0.8075532616650979,0.0,1.0,0.3764117187095046,0.25,0.0,0.7434561617348113,0.02702702702702703,1.0,0.9030376821456881,0.3333333333333333,0.0,0.7676973572998256,0.17083333333333334,1.0,0.7999999917291961,0.5,2,-1.1895222157453642,-1.6022103183576308
10,0.5672086442806675,-0.050513503224619005,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,1.9681650597944014,1.255742874240194
9,0.9999999999999999,-1.9184414850132288,0.8607252382582696,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1.1895222157453642,-0.8355583582575467
6,0.0,-2.7474533072977243,-5.199337582605575,-5.199337582605575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9614293430232357,1.255742874240194
2,0.853676676038931,-2.7474533072977243,0.41563422629818186,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-0.4878930103874749,0.16763953501309753
10,0.7889608256856652,1.0927440840330247,-5.199337582605575,0.2678837675840495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.696629213483146,0.0,0.0,0.0,4,1.4903351443303179,0.9051888168927786
9,0.9544744133532664,1.8803524454038238,1.2895780606891756,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8557977116717156,1.0,0.0,0.0,0.0,4,1.7444475421409682,1.9344888386314079
8,0.0,1.7527074697051912,0.41563422629818186,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18854628717186245,0.008426966292134831,0.0,0.0,0.0,4,0.715217795675016,0.5657384816732591
7,1.0,0.748725386035998,1.5756125802060135,0.5437891346358888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9937262741764665,0.08426966292134831,0.0,0.0,0.0,4,2.4085503704175797,2.5140622121890495
6,0.7197300711933816,0.12180900760949238,-5.199337582605575,1.5336120376100353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5080005088153502,0.011235955056179775,0.0,0.0,0.0,4,0.715217795675016,0.35749573205332313
5,0.020649131423785688,2.2058956012193596,0.41563422629818186,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39144070243933865,0.10674157303370786,0.0,0.0,0.0,4,-0.14477960565136005,-0.4473052807811118
4,0.002013239337851108,2.1696940641754074,-5.199337582605575,-5.199337582605575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21274408106450615,0.06179775280898876,0.0,0.0,0.0,4,0.715217795675016,0.9051888168927786
3,0.029355868658739556,0.9033006222888622,-5.199337582605575,1.2180019723677067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5131579936560003,0.0056179775280898875,0.0,0.0,0.0,4,0.715217795675016,-0.033879835403491765
2,0.5677018316079547,-0.51850767852757,1.1117020775386441,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.4903351443303179,2.1079532317500678
1,0.6350536841032004,-0.3796864588945706,0.41563422629818186,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.2153720472997755,1.5627214872223367
9,0.0,1.2585076890467706,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.2153720472997755,0.659601627607081
3,0.9391173961977808,0.8302341575863221,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5,0.715217795675016,0.4612146045705889
2,1.0,-0.8045355367847381,-5.199337582605575,-0.766391408313155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,-0.14477960565136005,-0.208504800392331
10,1.0,0.6961365016024428,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5590170504724769,0.14705882352941177,0.0,0.0,0.0,6,0.44730528078111165,0.7071400016217955
9,0.6569544103333651,1.2029415976336022,2.144010667777751,2.3652476466815213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7288689969968433,1.0,0.0,0.0,0.0,6,0.44730528078111165,0.26268576068373706
8,0.051356938017412306,1.0796899285577486,-5.199337582605575,0.7799242980174864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5590170504724769,0.14705882352941177,0.0,0.0,0.0,6,-0.14477960565136005,0.07534534997376305
7,0.5264562981090951,0.05559864509226021,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5412659006724178,0.08823529411764705,0.0,0.0,0.0,6,1.2153720472997755,1.4390013150939511
6,0.9910318048622979,0.7119811052447251,0.8607252382582696,1.5336120376100353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.029411764705882353,0.0,0.0,0.0,6,0.44730528078111165,0.4612146045705889
5,0.4072780673542715,0.4452156744634505,0.8607252382582696,0.7799242980174864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8184876048025626,0.4117647058823529,0.0,0.0,0.0,6,0.44730528078111165,0.85709679665622
4,0.0,0.19012268985733985,-5.199337582605575,1.0103819916421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,-1.7560546411295914,-1.9949709708277954
3,0.4922554356141071,0.5305135638641723,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5412659006724178,0.08823529411764705,0.0,0.0,0.0,6,1.4903351443303179,1.786155561261078
2,0.9097230965560729,0.48436320319618864,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7812500433224507,0.7352941176470588,0.0,0.0,0.0,6,0.44730528078111165,0.31105901776634404
1,0.5539350045254923,-1.2049354338870706,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.16891199278645552,-0.634851110209644
10,0.9240234275872649,2.225823202442786,-5.199337582605575,1.5336120376100353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7601311779158059,1.0,0.0,0.0,0.0,7,0.16891199278645552,0.07534534997376305
9,0.29640547021010333,1.3835956433265602,2.144010667777751,2.2899878321264273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8794529140460485,0.9295774647887324,0.0,0.0,0.0,7,1.2153720472997755,0.9534930016811651
8,0.7226000579938416,0.6965655727378591,0.8607252382582696,1.0103819916421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9107288830409914,0.18309859154929578,0.0,0.0,0.0,7,0.44730528078111165,0.85709679665622
7,0.5411447516890908,-0.40627627637764385,0.41563422629818186,-1.397836528971104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.16891199278645552,0.12325913203986175
6,0.6224173292747573,-0.19024674536600722,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.04225352112676056,0.0,0.0,0.0,7,0.715217795675016,0.26268576068373706
5,1.0,1.8658520907135032,0.41563422629818186,0.5437891346358888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7328775189001704,0.9295774647887324,0.0,0.0,0.0,7,-0.4878930103874749,-0.33352404954762194
4,0.5680833321781156,0.25370322353817815,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.2153720472997755,1.3340661379646257
3,0.8504858158543157,1.0738472944151372,1.786155561261078,2.1079532317500678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6922186440545395,0.323943661971831,0.0,0.0,0.0,7,-0.14477960565136005,-0.208504800392331
2,0.0,2.3580519609282997,-5.199337582605575,1.39120205536241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33414612684471656,0.3943661971830986,0.0,0.0,0.0,7,-1.1895222157453642,-1.4605311820132314
1,0.675182932075601,0.39101425943731816,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8660253630336218,0.056338028169014086,0.0,0.0,0.0,7,1.2153720472997755,1.4390013150939511
10,0.15811393131390705,0.761352674464305,0.41563422629818186,-1.0685216155658543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5716517499369771,0.10000000000000003,0.0,0.0,0.0,8,1.7444475421409682,1.3978365289711037
9,0.4129029617731128,1.6909461119346054,-5.199337582605575,-1.397836528971104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9031215305061131,0.5,0.0,0.0,0.0,8,-0.4878930103874749,-0.568685529724306
8,0.07925216117527889,1.6640817375143429,0.41563422629818186,1.0103819916421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47827975792801447,0.8,0.0,0.0,0.0,8,0.44730528078111165,0.16763953501309753
6,1.0,1.0062105166453408,-5.199337582605575,-1.397836528971104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,-0.14477960565136005,-0.033879835403491765
5,0.0,0.9140244707100539,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.44730528078111165,0.9051888168927786
3,0.3594382503904514,1.5580442532413448,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7247448631465812,1.0000000000000002,0.0,0.0,0.0,8,0.44730528078111165,0.9999859292761342
2,0.25587708376807505,0.6444182493878434,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999998582324934,0.6000000000000001,0.0,0.0,0.0,8,0.16891199278645552,0.5149233167586909
10,1.0,-0.5149606771958105,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9,0.44730528078111165,0.4612146045705889
7,0.3553630243152653,-0.6077794693918961,-5.199337582605575,1.0103819916421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.9681650597944014,1.4390013150939511
6,0.7273209156185899,-1.327981604121872,-5.199337582605575,-0.06151263655249807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.7901683975457864,-1.529558186142137
5,0.014845544337738253,-1.0103819916421055,-5.199337582605575,0.2678837675840495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.16891199278645552,-0.208504800392331
4,0.0,-0.895825523818559,-5.199337582605575,0.2678837675840495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.183092089298854,1.4390013150939511
2,0.2270717333848649,-0.391677351293027,0.8607252382582696,1.0103819916421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.715217795675016,-0.09297184856107375
1,0.012935226894298584,0.8100605457636832,-5.199337582605575,-0.4183712879116543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.715217795675016,0.35749573205332313
10,0.08661991041285803,0.05648561480015194,-5.199337582605575,-1.397836528971104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7115123549733041,1.0,0.0,0.0,0.0,10,-0.7901683975457864,-0.4473052807811118
9,0.09085155008108402,-0.13464457985184175,-5.199337582605575,-1.397836528971104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7395098986194205,0.38888888888888884,0.0,0.0,0.0,10,-0.7901683975457864,-1.6022103183576308
8,1.0,-2.5117912497307784,0.41563422629818186,-1.0685216155658543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2777777777777778,0.0,0.0,0.0,10,-5.199337582605575,-2.241016209931356
7,0.2617477152476237,-0.18535256843798956,1.2895780606891756,0.2678837675840495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6324554542882355,0.1111111111111111,0.0,0.0,0.0,10,0.44730528078111165,-0.208504800392331
6,0.0,-0.04894771798160358,0.41563422629818186,1.5336120376100353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.715217795675016,0.4612146045705889
5,0.2621114318256956,0.5194209586254589,1.5756125802060135,0.2678837675840495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7054474654621887,0.7222222222222222,0.0,0.0,0.0,10,-0.14477960565136005,0.07534534997376305
4,0.14380140951678966,0.6265283931407097,0.8607252382582696,1.0103819916421055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8838833965888,0.5555555555555556,0.0,0.0,0.0,10,-0.7901683975457864,-1.3402004659340858
3,0.17435169829177027,-0.14985263570524876,-5.199337582605575,1.5336120376100353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2777777777777778,0.0,0.0,0.0,10,-0.4878930103874749,-1.2753024746021535
2,0.6440272357930695,-1.6949226766682979,-5.199337582605575,0.7799242980174864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,-1.7560546411295914,-0.9835733673308722
1,0.13915675469068525,-0.5672113899131166,0.8607252382582696,0.2678837675840495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.7444475421409682,1.1694006645176926
8,0.907657995198625,-1.8952592947862115,0.8607252382582696,-1.0685216155658543,0.0,1.0,0.2073170731707317,1.0,0.9999999999999999,1.0,0.0,0.6011690079663176,0.4375,0.0,1.0,0.0,0.0,0.7716690951913197,0.0,0.0,0.0,0.0,11,-1.1895222157453642,-1.6640817375143429
6,1.0000000000000002,1.4729379626876022,-5.199337582605575,-5.199337582605575,0.0,0.9295190686318568,0.03658536585365854,0.0,0.0,0.0,0.0,1.0,0.125,0.0,1.0,0.0,0.0,1.0,0.05932203389830508,1.0,1.0,1.0,11,-1.1895222157453642,-1.7679032638816
4,0.0,2.474070101471967,-5.199337582605575,-1.0685216155658543,0.0,0.0,0.0,1.0,0.4999999885176684,1.0,0.0,0.0,0.0,0.0,0.7500001665120328,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,11,-0.14477960565136005,0.16763953501309753
2,0.5630098379611048,0.930036179723713,-5.199337582605575,-0.06151263655249807,0.0,0.4719838950680103,0.13414634146341464,1.0,0.6249999569412567,1.0,0.0,0.44617592345137624,0.4375,0.0,0.0,0.0,0.0,0.9643358266991917,0.05649717514124294,1.0,0.8000000261899194,1.0,11,0.9614293430232357,0.9051888168927786
